56.25,32
40.625,32
62.5,32
46.875,32
53.125,32
50,32
53.125,32
40.625,32
62.5,32
68.75,32
59.375,32
37.5,32
62.5,32
59.375,32
40.625,32
46.875,32
50,32
65.625,32
56.25,32
59.375,32
53.125,32
56.25,32
40.625,32
56.25,32
53.125,32
43.75,32
65.625,32
56.25,32
53.125,32
53.125,32
40.625,32
68.75,32
46.875,32
59.375,32
37.5,32
50,32
40.625,32
56.25,32
53.125,32
68.75,32
53.125,32
37.5,32
68.75,32
46.875,32
43.75,32
43.75,32
53.125,32
43.75,32
53.125,32
59.375,32
56.25,32
59.375,32
68.75,32
46.875,32
62.5,32
50,32
46.875,32
53.125,32
46.875,32
59.375,32
43.75,32
59.375,32
62.5,32
59.375,32
56.25,32
53.125,32
65.625,32
50,32
59.375,32
43.75,32
43.75,32
46.875,32
50,32
56.25,32
50,32
50,32
62.5,32
43.75,32
46.875,32
50,32
46.875,32
65.625,32
50,32
68.75,32
46.875,32
50,32
56.25,32
50,32
65.625,32
65.625,32
53.125,32
65.625,32
62.5,32
65.625,32
43.75,32
37.5,32
50,32
59.375,32
53.125,32
43.75,32
59.375,32
46.875,32
50,32
56.25,32
46.875,32
50,32
50,32
59.375,32
46.875,32
68.75,32
62.5,32
62.5,32
56.25,32
59.375,32
50,32
43.75,32
62.5,32
62.5,32
31.25,32
62.5,32
56.25,32
37.5,32
46.875,32
56.25,32
59.375,32
50,32
43.75,32
40.625,32
50,32
56.25,32
59.375,32
53.125,32
56.25,32
59.375,32
53.125,32
62.5,32
46.875,32
46.875,32
46.875,32
53.125,32
62.5,32
56.25,32
71.875,32
59.375,32
68.75,32
46.875,32
62.5,32
59.375,32
37.5,32
56.25,32
53.125,32
37.5,32
62.5,32
59.375,32
46.875,32
46.875,32
53.125,32
56.25,32
46.875,32
59.375,32
37.5,32
53.125,32
62.5,32
46.875,32
59.375,32
56.25,32
59.375,32
65.625,32
53.125,32
43.75,32
56.25,32
62.5,32
37.5,32
59.375,32
65.625,32
50,32
56.25,32
53.125,32
53.125,32
46.875,32
50,32
43.75,32
50,32
40.625,32
53.125,32
53.125,32
53.125,32
59.375,32
62.5,32
56.25,32
65.625,32
53.125,32
53.125,32
62.5,32
71.875,32
53.125,32
46.875,32
46.875,32
50,32
34.375,32
46.875,32
40.625,32
43.75,32
46.875,32
59.375,32
62.5,32
40.625,32
53.125,32
62.5,32
53.125,32
71.875,32
43.75,32
53.125,32
53.125,32
53.125,32
65.625,32
59.375,32
50,32
54.166666666666664,24
